state,county,ctyname,POPESTIMATE2011
29,169,Pulaski County,53175
29,171,Putnam County,4978
29,173,Ralls County,10281
29,175,Randolph County,25346
29,177,Ray County,23230
29,179,Reynolds County,6588
29,181,Ripley County,14143
29,183,St. Charles County,365151
29,185,St. Clair County,9641
29,186,Ste. Genevieve County,18124
29,187,St. Francois County,65577
29,189,St. Louis County,998692
29,195,Saline County,23280
29,197,Schuyler County,4381
29,199,Scotland County,4828
29,201,Scott County,39136
29,203,Shannon County,8432
29,205,Shelby County,6280
29,207,Stoddard County,29807
29,209,Stone County,32263
29,211,Sullivan County,6659
29,213,Taney County,52736
29,215,Texas County,25936
29,217,Vernon County,20963
29,219,Warren County,32515
29,221,Washington County,25076
29,223,Wayne County,13475
29,225,Webster County,36439
29,227,Worth County,2150
29,229,Wright County,18716
29,510,St. Louis city,318069
30,001,Beaverhead County,9198
30,003,Big Horn County,13093
30,005,Blaine County,6565
30,007,Broadwater County,5752
30,009,Carbon County,10028
30,011,Carter County,1152
30,013,Cascade County,81837
30,015,Chouteau County,5793
30,017,Custer County,11752
30,019,Daniels County,1763
30,021,Dawson County,8989
30,023,Deer Lodge County,9299
30,025,Fallon County,2956
30,027,Fergus County,11506
30,029,Flathead County,91301
30,031,Gallatin County,91377
30,033,Garfield County,1251
30,035,Glacier County,13624
30,037,Golden Valley County,865
30,039,Granite County,3068
30,041,Hill County,16397
30,043,Jefferson County,11381
30,045,Judith Basin County,2004
30,047,Lake County,28947
30,049,Lewis and Clark County,64318
30,051,Liberty County,2402
30,053,Lincoln County,19566
30,055,McCone County,1711
30,057,Madison County,7660
30,059,Meagher County,1911
30,061,Mineral County,4208
30,063,Missoula County,110138
30,065,Musselshell County,4701
30,067,Park County,15469
30,069,Petroleum County,491
30,071,Phillips County,4250
30,073,Pondera County,6257
30,075,Powder River County,1738
30,077,Powell County,7063
30,079,Prairie County,1159
30,081,Ravalli County,40450
30,083,Richland County,10128
30,085,Roosevelt County,10527
30,087,Rosebud County,9379
30,089,Sanders County,11440
30,091,Sheridan County,3460
30,093,Silver Bow County,34383
30,095,Stillwater County,9131
30,097,Sweet Grass County,3623
30,099,Teton County,6091
30,101,Toole County,5239
30,103,Treasure County,727
30,105,Valley County,7487
30,107,Wheatland County,2140
30,109,Wibaux County,985
30,111,Yellowstone County,150069
31,001,Adams County,31216
31,003,Antelope County,6619
31,005,Arthur County,469
31,007,Banner County,684
31,009,Blaine County,473
31,011,Boone County,5412
31,013,Box Butte County,11383
31,015,Boyd County,2082
31,017,Brown County,3117
31,019,Buffalo County,46690
31,021,Burt County,6802
31,023,Butler County,8287
31,025,Cass County,25188
31,027,Cedar County,8730
31,029,Chase County,4011
31,031,Cherry County,5761
31,033,Cheyenne County,9978
31,035,Clay County,6486
31,037,Colfax County,10614
31,039,Cuming County,9181
31,041,Custer County,10903
31,043,Dakota County,20913
31,045,Dawes County,9196
31,047,Dawson County,24388
31,049,Deuel County,1984
31,051,Dixon County,5989
31,053,Dodge County,36773
31,055,Douglas County,524861
31,057,Dundy County,1976
31,059,Fillmore County,5866
31,061,Franklin County,3207
31,063,Frontier County,2723
31,065,Furnas County,4943
31,067,Gage County,22031
31,069,Garden County,2069
31,071,Garfield County,2032
31,073,Gosper County,2010
31,075,Grant County,630
31,077,Greeley County,2519
31,079,Hall County,59477
31,081,Hamilton County,9069
31,083,Harlan County,3417
31,085,Hayes County,960
31,087,Hitchcock County,2857
31,089,Holt County,10399
31,091,Hooker County,729
31,093,Howard County,6342
31,095,Jefferson County,7519
31,097,Johnson County,5211
31,099,Kearney County,6588
31,101,Keith County,8301
31,103,Keya Paha County,813
31,105,Kimball County,3775
31,107,Knox County,8575
31,109,Lancaster County,289800
31,111,Lincoln County,36142
31,113,Logan County,762
31,115,Loup County,610
31,117,McPherson County,552
31,119,Madison County,34931
31,121,Merrick County,7732
31,123,Morrill County,4998
31,125,Nance County,3740
31,127,Nemaha County,7280
31,129,Nuckolls County,4478
31,131,Otoe County,15798
31,133,Pawnee County,2735
31,135,Perkins County,2955
31,137,Phelps County,9184
31,139,Pierce County,7216
31,141,Platte County,32593
31,143,Polk County,5322
31,145,Red Willow County,11032
31,147,Richardson County,8345
31,149,Rock County,1494
31,151,Saline County,14345
31,153,Sarpy County,162561
31,155,Saunders County,20867
31,157,Scotts Bluff County,37044
31,159,Seward County,16703
31,161,Sheridan County,5392
31,163,Sherman County,3093
31,165,Sioux County,1336
31,167,Stanton County,6155
31,169,Thayer County,5160
31,171,Thomas County,716
31,173,Thurston County,7006
31,175,Valley County,4218
31,177,Washington County,20295
31,179,Wayne County,9504
31,181,Webster County,3775
31,183,Wheeler County,818
31,185,York County,13726
32,001,Churchill County,24637
32,003,Clark County,1969975
32,005,Douglas County,46886
32,007,Elko County,49491
32,009,Esmeralda County,775
32,011,Eureka County,1979
32,013,Humboldt County,16735
32,015,Lander County,5841
32,017,Lincoln County,5311
32,019,Lyon County,51871
32,021,Mineral County,4593
32,023,Nye County,43351
32,027,Pershing County,6734
32,029,Storey County,3896
32,031,Washoe County,425710
32,033,White Pine County,10098
32,510,Carson City,55439
33,001,Belknap County,60223
33,003,Carroll County,47641
33,005,Cheshire County,76918
33,007,Coos County,32688
33,009,Grafton County,88923
33,011,Hillsborough County,401696
33,013,Merrimack County,146579
33,015,Rockingham County,296207
33,017,Strafford County,123857
33,019,Sullivan County,43462
34,001,Atlantic County,274338
34,003,Bergen County,911004
34,005,Burlington County,449576
34,007,Camden County,513241
34,009,Cape May County,96601
34,011,Cumberland County,157095
34,013,Essex County,785137
34,015,Gloucester County,289104
34,017,Hudson County,641224
34,019,Hunterdon County,128038
34,021,Mercer County,367063
34,023,Middlesex County,814217
34,025,Monmouth County,631020
34,027,Morris County,494976
34,029,Ocean County,579369
34,031,Passaic County,502007
34,033,Salem County,65902
34,035,Somerset County,324893
34,037,Sussex County,148517
34,039,Union County,539494
34,041,Warren County,108339
35,001,Bernalillo County,670968
35,003,Catron County,3733
35,005,Chaves County,65890
35,006,Cibola County,27658
35,007,Colfax County,13640
35,009,Curry County,49649
35,011,De Baca County,1945
35,013,Doña Ana County,213598
35,015,Eddy County,54152
35,017,Grant County,29380
35,019,Guadalupe County,4619
35,021,Harding County,704
35,023,Hidalgo County,4861
35,025,Lea County,65423
35,027,Lincoln County,20454
35,028,Los Alamos County,18222
35,029,Luna County,25281
35,031,McKinley County,73664
35,033,Mora County,4773
35,035,Otero County,65703
35,037,Quay County,9026
35,039,Rio Arriba County,40446
35,041,Roosevelt County,20446
35,043,Sandoval County,134259
35,045,San Juan County,128200
35,047,San Miguel County,29301
35,049,Santa Fe County,145648
35,051,Sierra County,11943
35,053,Socorro County,17873
35,055,Taos County,32917
35,057,Torrance County,16345
35,059,Union County,4433
35,061,Valencia County,77070
36,001,Albany County,303565
36,003,Allegany County,48778
36,005,Bronx County,1392002
36,007,Broome County,199031
36,009,Cattaraugus County,79832
36,011,Cayuga County,79738
36,013,Chautauqua County,134368
36,015,Chemung County,88840
36,017,Chenango County,50118
36,019,Clinton County,81945
36,021,Columbia County,62550
36,023,Cortland County,49363
36,025,Delaware County,47559
36,027,Dutchess County,297999
36,029,Erie County,918028
36,031,Essex County,39181
36,033,Franklin County,51551
36,035,Fulton County,55180
36,037,Genesee County,59993
36,039,Greene County,48954
36,041,Hamilton County,4793
36,043,Herkimer County,64160
36,045,Jefferson County,117910
36,047,Kings County,2532645
36,049,Lewis County,27072
36,051,Livingston County,65070
36,053,Madison County,73365
36,055,Monroe County,745625
36,057,Montgomery County,49916
36,059,Nassau County,1344436
36,061,New York County,1601948
36,063,Niagara County,216011
36,065,Oneida County,234287
36,067,Onondaga County,466960
36,069,Ontario County,108525
36,071,Orange County,374872
36,073,Orleans County,42622
36,075,Oswego County,122228
36,077,Otsego County,61917
36,079,Putnam County,99933
36,081,Queens County,2247848
36,083,Rensselaer County,159395
36,085,Richmond County,470467
36,087,Rockland County,315158
36,089,St. Lawrence County,111690
36,091,Saratoga County,220882
36,093,Schenectady County,155058
36,095,Schoharie County,32578
36,097,Schuyler County,18361
36,099,Seneca County,35198
36,101,Steuben County,99033
36,103,Suffolk County,1498816
36,105,Sullivan County,76900
36,107,Tioga County,51043
36,109,Tompkins County,101723
36,111,Ulster County,182448
36,113,Warren County,65831
36,115,Washington County,63165
36,117,Wayne County,93436
36,119,Westchester County,955899
36,121,Wyoming County,41944
36,123,Yates County,25454
37,001,Alamance County,153291
37,003,Alexander County,37087
37,005,Alleghany County,11052
37,007,Anson County,26609
37,009,Ashe County,27143
37,011,Avery County,17572
37,013,Beaufort County,47691
37,015,Bertie County,20874
37,017,Bladen County,34928
37,019,Brunswick County,110097
37,021,Buncombe County,241419
37,023,Burke County,90904
37,025,Cabarrus County,181468
37,027,Caldwell County,82395
37,029,Camden County,10014
37,031,Carteret County,67373
37,033,Caswell County,23403
37,035,Catawba County,154181
37,037,Chatham County,64195
37,039,Cherokee County,27194
37,041,Chowan County,14853
37,043,Clay County,10563
37,045,Cleveland County,97489
37,047,Columbus County,57712
37,049,Craven County,104786
37,051,Cumberland County,324885
37,053,Currituck County,23955
37,055,Dare County,34307
37,057,Davidson County,162697
37,059,Davie County,41552
37,061,Duplin County,59542
37,063,Durham County,273392
37,065,Edgecombe County,56041
37,067,Forsyth County,354952
37,069,Franklin County,61140
37,071,Gaston County,207031
37,073,Gates County,12043
37,075,Graham County,8802
37,077,Granville County,59976
37,079,Greene County,21556
37,081,Guilford County,495279
37,083,Halifax County,54173
37,085,Harnett County,119256
37,087,Haywood County,58855
37,089,Henderson County,107927
37,091,Hertford County,24433
37,093,Hoke County,49272
37,095,Hyde County,5822
37,097,Iredell County,161202
37,099,Jackson County,40285
37,101,Johnston County,172595
37,103,Jones County,10020
37,105,Lee County,58752
37,107,Lenoir County,59339
37,109,Lincoln County,78932
37,111,McDowell County,45104
37,113,Macon County,34074
37,115,Madison County,20816
37,117,Martin County,24180
37,119,Mecklenburg County,944373
37,121,Mitchell County,15445
37,123,Montgomery County,27667
37,125,Moore County,89352
37,127,Nash County,96116
37,129,New Hanover County,206189
37,131,Northampton County,21893
37,133,Onslow County,179719
37,135,Orange County,135755
37,137,Pamlico County,13197
37,139,Pasquotank County,40696
37,141,Pender County,53399
37,143,Perquimans County,13487
37,145,Person County,39637
37,147,Pitt County,171134
37,149,Polk County,20256
37,151,Randolph County,142358
37,153,Richmond County,46611
37,155,Robeson County,135517
37,157,Rockingham County,93329
37,159,Rowan County,138019
37,161,Rutherford County,67538
37,163,Sampson County,63734
37,165,Scotland County,35861
37,167,Stanly County,60626
37,169,Stokes County,47242
37,171,Surry County,73714
37,173,Swain County,14043
37,175,Transylvania County,32820
37,177,Tyrrell County,4364
37,179,Union County,205463
37,181,Vance County,45307
37,183,Wake County,929780
37,185,Warren County,20861
37,187,Washington County,12973
37,189,Watauga County,51333
37,191,Wayne County,123697
37,193,Wilkes County,68984
37,195,Wilson County,81452
37,197,Yadkin County,38279
37,199,Yancey County,17701
38,001,Adams County,2307
38,003,Barnes County,11056
38,005,Benson County,6723
38,007,Billings County,816
38,009,Bottineau County,6443
38,011,Bowman County,3134
38,013,Burke County,2033
38,015,Burleigh County,83145
38,017,Cass County,152368
38,019,Cavalier County,3939
38,021,Dickey County,5317
38,023,Divide County,2125
38,025,Dunn County,3720
38,027,Eddy County,2380
38,029,Emmons County,3546
38,031,Foster County,3341
38,033,Golden Valley County,1752
38,035,Grand Forks County,66598
38,037,Grant County,2337
38,039,Griggs County,2372
38,041,Hettinger County,2515
38,043,Kidder County,2414
38,045,LaMoure County,4105
38,047,Logan County,1985
38,049,McHenry County,5505
38,051,McIntosh County,2769
38,053,McKenzie County,7019
38,055,McLean County,9068
38,057,Mercer County,8449
38,059,Morton County,27734
38,061,Mountrail County,8097
38,063,Nelson County,3057
38,065,Oliver County,1830
38,067,Pembina County,7342
38,069,Pierce County,4375
38,071,Ramsey County,11452
38,073,Ransom County,5403
38,075,Renville County,2490
38,077,Richland County,16245
38,079,Rolette County,14206
38,081,Sargent County,3798
38,083,Sheridan County,1309
38,085,Sioux County,4280
38,087,Slope County,718
38,089,Stark County,25177
38,091,Steele County,1950
38,093,Stutsman County,21062
38,095,Towner County,2264
38,097,Traill County,8147
38,099,Walsh County,11032
38,101,Ward County,64072
38,103,Wells County,4237
38,105,Williams County,24374
39,001,Adams County,28456
39,003,Allen County,106094
39,005,Ashland County,53153
39,007,Ashtabula County,101345
39,009,Athens County,64769
39,011,Auglaize County,45838
39,013,Belmont County,70151
39,015,Brown County,44687
39,017,Butler County,369999
39,019,Carroll County,28782
39,021,Champaign County,39795
39,023,Clark County,137691
39,025,Clermont County,199139
39,027,Clinton County,41927
39,029,Columbiana County,107570
39,031,Coshocton County,36955
39,033,Crawford County,43389
39,035,Cuyahoga County,1270294
39,037,Darke County,52809
39,039,Defiance County,38884
39,041,Delaware County,178341
39,043,Erie County,76751
39,045,Fairfield County,147066
39,047,Fayette County,28985
39,049,Franklin County,1178799
39,051,Fulton County,42510
39,053,Gallia County,30970
39,055,Geauga County,93228
39,057,Greene County,162846
39,059,Guernsey County,39927
39,061,Hamilton County,800362
39,063,Hancock County,75056
39,065,Hardin County,32020
39,067,Harrison County,15850
39,069,Henry County,28064
39,071,Highland County,43433
39,073,Hocking County,29394
39,075,Holmes County,42746
39,077,Huron County,59496
39,079,Jackson County,33186
39,081,Jefferson County,68828
39,083,Knox County,61275
39,085,Lake County,229885
39,087,Lawrence County,62489
39,089,Licking County,167248
39,091,Logan County,45688
39,093,Lorain County,301614
39,095,Lucas County,440005
39,097,Madison County,43401
39,099,Mahoning County,237270
39,101,Marion County,66212
39,103,Medina County,173262
39,105,Meigs County,23680
39,107,Mercer County,40838
39,109,Miami County,102857
39,111,Monroe County,14585
39,113,Montgomery County,537602
39,115,Morgan County,15034
39,117,Morrow County,34855
39,119,Muskingum County,86237
39,121,Noble County,14702
39,123,Ottawa County,41396
39,125,Paulding County,19420
39,127,Perry County,36303
39,129,Pickaway County,55990
39,131,Pike County,28628
39,133,Portage County,161624
39,135,Preble County,42083
39,137,Putnam County,34294
39,139,Richland County,123510
39,141,Ross County,78249
39,143,Sandusky County,60734
39,145,Scioto County,79277
39,147,Seneca County,56469
39,149,Shelby County,49307
39,151,Stark County,375087
39,153,Summit County,539832
39,155,Trumbull County,209264
39,157,Tuscarawas County,92508
39,159,Union County,52764
39,161,Van Wert County,28601
39,163,Vinton County,13367
39,165,Warren County,214910
39,167,Washington County,61755
39,169,Wayne County,114611
39,171,Williams County,37597
39,173,Wood County,126355
39,175,Wyandot County,22692
40,001,Adair County,22612
40,003,Alfalfa County,5662
40,005,Atoka County,14206
40,007,Beaver County,5624
40,009,Beckham County,22288
40,011,Blaine County,9780
40,013,Bryan County,43089
40,015,Caddo County,29537
40,017,Canadian County,119492
40,019,Carter County,48096
40,021,Cherokee County,47845
40,023,Choctaw County,15250
40,025,Cimarron County,2487
40,027,Cleveland County,261281
40,029,Coal County,5928
40,031,Comanche County,125815
40,033,Cotton County,6179
40,035,Craig County,15073
40,037,Creek County,70467
40,039,Custer County,27750
40,041,Delaware County,41633
40,043,Dewey County,4867
40,045,Ellis County,4051
40,047,Garfield County,60670
40,049,Garvin County,27452
40,051,Grady County,53020
40,053,Grant County,4585
40,055,Greer County,6125
40,057,Harmon County,2919
40,059,Harper County,3695
40,061,Haskell County,12810
40,063,Hughes County,13843
40,065,Jackson County,26447
40,067,Jefferson County,6506
40,069,Johnston County,11139
40,071,Kay County,46159
40,073,Kingfisher County,15213
40,075,Kiowa County,9416
40,077,Latimer County,11155
40,079,Le Flore County,50628
40,081,Lincoln County,34155
40,083,Logan County,42499
40,085,Love County,9386
40,087,McClain County,35235
40,089,McCurtain County,33195
40,091,McIntosh County,20360
40,093,Major County,7657
40,095,Marshall County,16049
40,097,Mayes County,41389
40,099,Murray County,13571
40,101,Muskogee County,71003
40,103,Noble County,11578
40,105,Nowata County,10629
40,107,Okfuskee County,12348
40,109,Oklahoma County,732371
40,111,Okmulgee County,39937
40,113,Osage County,47425
40,115,Ottawa County,31860
40,117,Pawnee County,16730
40,119,Payne County,77988
40,121,Pittsburg County,45625
40,123,Pontotoc County,37799
40,125,Pottawatomie County,70280
40,127,Pushmataha County,11478
40,129,Roger Mills County,3702
40,131,Rogers County,87706
40,133,Seminole County,25292
40,135,Sequoyah County,42341
40,137,Stephens County,45197
40,139,Texas County,21312
40,141,Tillman County,8061
40,143,Tulsa County,610599
40,145,Wagoner County,74098
40,147,Washington County,51476
40,149,Washita County,11574
40,151,Woods County,8775
40,153,Woodward County,20034
41,001,Baker County,15984
41,003,Benton County,85928
41,005,Clackamas County,380207
41,007,Clatsop County,37153
41,009,Columbia County,49402
41,011,Coos County,62791
41,013,Crook County,20839
41,015,Curry County,22426
41,017,Deschutes County,160338
41,019,Douglas County,107490
41,021,Gilliam County,1937
41,023,Grant County,7410
41,025,Harney County,7373
41,027,Hood River County,22493
41,029,Jackson County,204822
41,031,Jefferson County,21771
41,033,Josephine County,82987
41,035,Klamath County,66299
41,037,Lake County,7908
41,039,Lane County,353416
41,041,Lincoln County,45933
41,043,Linn County,118122
41,045,Malheur County,31068
41,047,Marion County,318872
41,049,Morrow County,11169
41,051,Multnomah County,748031
41,053,Polk County,75993
41,055,Sherman County,1718
41,057,Tillamook County,25403
41,059,Umatilla County,76725
41,061,Union County,25791
41,063,Wallowa County,6990
41,065,Wasco County,25234
41,067,Washington County,540410
41,069,Wheeler County,1426
41,071,Yamhill County,100000
42,001,Adams County,101434
42,003,Allegheny County,1227066
42,005,Armstrong County,68568
42,007,Beaver County,170414
42,009,Bedford County,49739
42,011,Berks County,412778
42,013,Blair County,127099
42,015,Bradford County,62917
42,017,Bucks County,626854
42,019,Butler County,184848
42,021,Cambria County,143728
42,023,Cameron County,5010
42,025,Carbon County,65154
42,027,Centre County,154722
42,029,Chester County,503897
42,031,Clarion County,40013
42,033,Clearfield County,81445
42,035,Clinton County,39208
42,037,Columbia County,67476
42,039,Crawford County,88740
42,041,Cumberland County,237892
42,043,Dauphin County,268977
42,045,Delaware County,559494
42,047,Elk County,31751
42,049,Erie County,280985
42,051,Fayette County,136097
42,053,Forest County,7589
42,055,Franklin County,150811
42,057,Fulton County,14801
42,059,Greene County,38623
42,061,Huntingdon County,45875
42,063,Indiana County,89298
42,065,Jefferson County,44976
42,067,Juniata County,24400
42,069,Lackawanna County,214166
42,071,Lancaster County,523594
42,073,Lawrence County,90535
42,075,Lebanon County,134311
42,077,Lehigh County,352947
42,079,Luzerne County,320651
42,081,Lycoming County,116747
42,083,McKean County,43222
42,085,Mercer County,116205
42,087,Mifflin County,46858
42,089,Monroe County,169882
42,091,Montgomery County,804210
42,093,Montour County,18296
42,095,Northampton County,298476
42,097,Northumberland County,94558
42,099,Perry County,46042
42,101,Philadelphia County,1536471
42,103,Pike County,56852
42,105,Potter County,17453
42,107,Schuylkill County,147513
42,109,Snyder County,39819
42,111,Somerset County,77405
42,113,Sullivan County,6479
42,115,Susquehanna County,43192
42,117,Tioga County,42419
42,119,Union County,44847
42,121,Venango County,54683
42,123,Warren County,41441
42,125,Washington County,208282
42,127,Wayne County,53004
42,129,Westmoreland County,364471
42,131,Wyoming County,28406
42,133,York County,436770
44,001,Bristol County,49800
44,003,Kent County,165535
44,005,Newport County,82695
44,007,Providence County,626709
44,009,Washington County,126563
45,001,Abbeville County,25161
45,003,Aiken County,160682
45,005,Allendale County,10181
45,007,Anderson County,188488
45,009,Bamberg County,15975
45,011,Barnwell County,22358
45,013,Beaufort County,164684
45,015,Berkeley County,183525
45,017,Calhoun County,15145
45,019,Charleston County,357704
45,021,Cherokee County,55540
45,023,Chester County,32916
45,025,Chesterfield County,46557
45,027,Clarendon County,34726
45,029,Colleton County,38611
45,031,Darlington County,68299
45,033,Dillon County,31758
45,035,Dorchester County,140892
45,037,Edgefield County,26670
45,039,Fairfield County,23571
45,041,Florence County,137862
45,043,Georgetown County,59991
45,045,Greenville County,461299
45,047,Greenwood County,69835
45,049,Hampton County,20821
45,051,Horry County,276340
45,053,Jasper County,25195
45,055,Kershaw County,62273
45,057,Lancaster County,77908
45,059,Laurens County,66528
45,061,Lee County,18976
45,063,Lexington County,267129
45,065,McCormick County,10035
45,067,Marion County,32846
45,069,Marlboro County,28509
45,071,Newberry County,37721
45,073,Oconee County,74418
45,075,Orangeburg County,91910
45,077,Pickens County,119574
45,079,Richland County,389116
45,081,Saluda County,19882
45,083,Spartanburg County,286868
45,085,Sumter County,107460
45,087,Union County,28679
45,089,Williamsburg County,34084
45,091,York County,230528
46,003,Aurora County,2694
46,005,Beadle County,17550
46,007,Bennett County,3441
46,009,Bon Homme County,6983
46,011,Brookings County,32226
46,013,Brown County,36822
46,015,Brule County,5283
46,017,Buffalo County,1988
46,019,Butte County,10259
46,021,Campbell County,1427
46,023,Charles Mix County,9208
46,025,Clark County,3628
46,027,Clay County,14051
46,029,Codington County,27442
46,031,Corson County,4022
46,033,Custer County,8338
46,035,Davison County,19651
46,037,Day County,5741
46,039,Deuel County,4359
46,041,Dewey County,5421
46,043,Douglas County,2972
46,045,Edmunds County,4056
46,047,Fall River County,6981
46,049,Faulk County,2367
46,051,Grant County,7250
46,053,Gregory County,4216
46,055,Haakon County,1907
46,057,Hamlin County,5978
46,059,Hand County,3423
46,061,Hanson County,3376
46,063,Harding County,1269
46,065,Hughes County,17292
46,067,Hutchinson County,7257
46,069,Hyde County,1394
46,071,Jackson County,3169
46,073,Jerauld County,2085
46,075,Jones County,1003
46,077,Kingsbury County,5179
46,079,Lake County,11567
46,081,Lawrence County,24312
46,083,Lincoln County,46793
46,085,Lyman County,3806
46,087,McCook County,5556
46,089,McPherson County,2452
46,091,Marshall County,4597
46,093,Meade County,25546
46,095,Mellette County,2067
46,097,Miner County,2359
46,099,Minnehaha County,171752
46,101,Moody County,6475
46,103,Pennington County,102815
46,105,Perkins County,3001
46,107,Potter County,2364
46,109,Roberts County,10286
46,111,Sanborn County,2392
46,113,Shannon County,13928
46,115,Spink County,6470
46,117,Stanley County,3002
46,119,Sully County,1375
46,121,Todd County,9822
46,123,Tripp County,5615
46,125,Turner County,8332
46,127,Union County,14651
46,129,Walworth County,5575
46,135,Yankton County,22612
46,137,Ziebach County,2852
47,001,Anderson County,75233
47,003,Bedford County,45509
47,005,Benton County,16430
47,007,Bledsoe County,12865
47,009,Blount County,123901
47,011,Bradley County,100055
47,013,Campbell County,40512
47,015,Cannon County,13761
47,017,Carroll County,28457
47,019,Carter County,57185
47,021,Cheatham County,39078
47,023,Chester County,17141
47,025,Claiborne County,32172
47,027,Clay County,7761
47,029,Cocke County,35544
47,031,Coffee County,53016
47,033,Crockett County,14553
47,035,Cumberland County,56632
47,037,Davidson County,635475
47,039,Decatur County,11687
47,041,DeKalb County,18854
47,043,Dickson County,50081
47,045,Dyer County,38192
47,047,Fayette County,38513
47,049,Fentress County,18020
47,051,Franklin County,40917
47,053,Gibson County,49935
47,055,Giles County,29387
47,057,Grainger County,22766
47,059,Greene County,69339
47,061,Grundy County,13545
47,063,Hamblen County,63062
47,065,Hamilton County,340855
47,067,Hancock County,6737
47,069,Hardeman County,26834
47,071,Hardin County,25874
47,073,Hawkins County,56671
47,075,Haywood County,18470
47,077,Henderson County,27912
47,079,Henry County,32352
47,081,Hickman County,24406
47,083,Houston County,8333
47,085,Humphreys County,18470
47,087,Jackson County,11371
47,089,Jefferson County,51666
47,091,Johnson County,18231
47,093,Knox County,436929
47,095,Lake County,7779
47,097,Lauderdale County,27748
47,099,Lawrence County,42115
47,101,Lewis County,12142
47,103,Lincoln County,33431
47,105,Loudon County,49237
47,107,McMinn County,52508
47,109,McNairy County,26094
47,111,Macon County,22485
47,113,Madison County,98255
47,115,Marion County,28223
47,117,Marshall County,30881
47,119,Maury County,81509
47,121,Meigs County,11737
47,123,Monroe County,44882
47,125,Montgomery County,176619
47,127,Moore County,6411
47,129,Morgan County,21838
47,131,Obion County,31790
47,133,Overton County,22169
47,135,Perry County,7898
47,137,Pickett County,5122
47,139,Polk County,16779
47,141,Putnam County,72958
47,143,Rhea County,32079
47,145,Roane County,53838
47,147,Robertson County,67106
47,149,Rutherford County,268921
47,151,Scott County,22160
47,153,Sequatchie County,14346
47,155,Sevier County,91466
47,157,Shelby County,935088
47,159,Smith County,19150
47,161,Stewart County,13186
47,163,Sullivan County,157419
47,165,Sumner County,163686
47,167,Tipton County,61293
47,169,Trousdale County,7816
47,171,Unicoi County,18280
47,173,Union County,19200
47,175,Van Buren County,5483
47,177,Warren County,39927
47,179,Washington County,124353
47,181,Wayne County,16951
47,183,Weakley County,34980
47,185,White County,26149
47,187,Williamson County,188560
47,189,Wilson County,116617
48,001,Anderson County,58308
48,003,Andrews County,15445
48,005,Angelina County,87669
48,007,Aransas County,23374
48,009,Archer County,8842
48,011,Armstrong County,1928
48,013,Atascosa County,45579
48,015,Austin County,28665
48,017,Bailey County,7247
48,019,Bandera County,20538
48,021,Bastrop County,75115
48,023,Baylor County,3741
48,025,Bee County,32095
48,027,Bell County,315196
48,029,Bexar County,1756153
48,031,Blanco County,10600
48,033,Borden County,626
48,035,Bosque County,18306
48,037,Bowie County,92793
48,039,Brazoria County,319973
48,041,Brazos County,197632
48,043,Brewster County,9386
48,045,Briscoe County,1651
48,047,Brooks County,7222
48,049,Brown County,38186
48,051,Burleson County,17251
48,053,Burnet County,43117
48,055,Caldwell County,38442
48,057,Calhoun County,21442
48,059,Callahan County,13515
48,061,Cameron County,414123
48,063,Camp County,12407
48,065,Carson County,6259
48,067,Cass County,30256
48,069,Castro County,8116
48,071,Chambers County,35552
48,073,Cherokee County,51140
48,075,Childress County,6984
48,077,Clay County,10721
48,079,Cochran County,3109
48,081,Coke County,3305
48,083,Coleman County,8763
48,085,Collin County,812226
48,087,Collingsworth County,3092
48,089,Colorado County,20816
48,091,Comal County,111963
48,093,Comanche County,13891
48,095,Concho County,4081
48,097,Cooke County,38396
48,099,Coryell County,76508
48,101,Cottle County,1499
48,103,Crane County,4383
48,105,Crockett County,3722
48,107,Crosby County,6092
48,109,Culberson County,2383
48,111,Dallam County,6866
48,113,Dallas County,2416014
48,115,Dawson County,13751
48,117,Deaf Smith County,19595
48,119,Delta County,5212
48,121,Denton County,686406
48,123,DeWitt County,20255
48,125,Dickens County,2402
48,127,Dimmit County,10118
48,129,Donley County,3651
48,131,Duval County,11669
48,133,Eastland County,18633
48,135,Ector County,140111
48,137,Edwards County,1966
48,139,Ellis County,152753
48,141,El Paso County,820790
48,143,Erath County,38266
48,145,Falls County,17944
48,147,Fannin County,33958
48,149,Fayette County,24732
48,151,Fisher County,3914
48,153,Floyd County,6394
48,155,Foard County,1341
48,157,Fort Bend County,606953
48,159,Franklin County,10551
48,161,Freestone County,19684
48,163,Frio County,17400
48,165,Gaines County,18003
48,167,Galveston County,295747
48,169,Garza County,6562
48,171,Gillespie County,25114
48,173,Glasscock County,1251
48,175,Goliad County,7243
48,177,Gonzales County,19904
48,179,Gray County,22755
48,181,Grayson County,121419
48,183,Gregg County,123081
48,185,Grimes County,26887
48,187,Guadalupe County,135757
48,189,Hale County,36498
48,191,Hall County,3377
48,193,Hamilton County,8472
48,195,Hansford County,5577
48,197,Hardeman County,4176
48,199,Hardin County,55246
48,201,Harris County,4180894
48,203,Harrison County,66296
48,205,Hartley County,5971
48,207,Haskell County,5989
48,209,Hays County,164050
48,211,Hemphill County,3970
48,213,Henderson County,78826
48,215,Hidalgo County,797810
48,217,Hill County,35392
48,219,Hockley County,22892
48,221,Hood County,51670
48,223,Hopkins County,35371
48,225,Houston County,23484
48,227,Howard County,35122
48,229,Hudspeth County,3423
48,231,Hunt County,86531
48,233,Hutchinson County,22132
