state,county,ctyname,POPESTIMATE2011
48,235,Irion County,1620
48,237,Jack County,9035
48,239,Jackson County,14032
48,241,Jasper County,36296
48,243,Jeff Davis County,2288
48,245,Jefferson County,252802
48,247,Jim Hogg County,5265
48,249,Jim Wells County,41339
48,251,Johnson County,152734
48,253,Jones County,20146
48,255,Karnes County,14946
48,257,Kaufman County,105358
48,259,Kendall County,34781
48,261,Kenedy County,437
48,263,Kent County,825
48,265,Kerr County,49783
48,267,Kimble County,4632
48,269,King County,255
48,271,Kinney County,3630
48,273,Kleberg County,32196
48,275,Knox County,3758
48,277,Lamar County,50074
48,279,Lamb County,14167
48,281,Lampasas County,19891
48,283,La Salle County,7001
48,285,Lavaca County,19347
48,287,Lee County,16666
48,289,Leon County,16916
48,291,Liberty County,76206
48,293,Limestone County,23634
48,295,Lipscomb County,3327
48,297,Live Oak County,11447
48,299,Llano County,19181
48,301,Loving County,94
48,303,Lubbock County,283910
48,305,Lynn County,5888
48,307,McCulloch County,8290
48,309,McLennan County,238564
48,311,McMullen County,690
48,313,Madison County,13747
48,315,Marion County,10507
48,317,Martin County,4934
48,319,Mason County,3984
48,321,Matagorda County,36809
48,323,Maverick County,55405
48,325,Medina County,46367
48,327,Menard County,2264
48,329,Midland County,140308
48,331,Milam County,24699
48,333,Mills County,4848
48,335,Mitchell County,9426
48,337,Montague County,19710
48,339,Montgomery County,471734
48,341,Moore County,21954
48,343,Morris County,12848
48,345,Motley County,1230
48,347,Nacogdoches County,65466
48,349,Navarro County,48054
48,351,Newton County,14454
48,353,Nolan County,15269
48,355,Nueces County,343281
48,357,Ochiltree County,10530
48,359,Oldham County,2074
48,361,Orange County,82487
48,363,Palo Pinto County,28115
48,365,Panola County,24058
48,367,Parker County,118376
48,369,Parmer County,10332
48,371,Pecos County,15716
48,373,Polk County,45725
48,375,Potter County,122285
48,377,Presidio County,7761
48,379,Rains County,11059
48,381,Randall County,123351
48,383,Reagan County,3390
48,385,Real County,3426
48,387,Red River County,12703
48,389,Reeves County,13757
48,391,Refugio County,7291
48,393,Roberts County,816
48,395,Robertson County,16740
48,397,Rockwall County,81290
48,399,Runnels County,10524
48,401,Rusk County,53759
48,403,Sabine County,10740
48,405,San Augustine County,8874
48,407,San Jacinto County,26801
48,409,San Patricio County,64726
48,411,San Saba County,6023
48,413,Schleicher County,3309
48,415,Scurry County,16919
48,417,Shackelford County,3318
48,419,Shelby County,25772
48,421,Sherman County,3040
48,423,Smith County,213381
48,425,Somervell County,8451
48,427,Starr County,61715
48,429,Stephens County,9548
48,431,Sterling County,1158
48,433,Stonewall County,1472
48,435,Sutton County,4007
48,437,Swisher County,7801
48,439,Tarrant County,1849815
48,441,Taylor County,132755
48,443,Terrell County,960
48,445,Terry County,12675
48,447,Throckmorton County,1609
48,449,Titus County,32596
48,451,Tom Green County,111823
48,453,Travis County,1063130
48,455,Trinity County,14659
48,457,Tyler County,21666
48,459,Upshur County,39826
48,461,Upton County,3346
48,463,Uvalde County,26535
48,465,Val Verde County,49106
48,467,Van Zandt County,52776
48,469,Victoria County,87545
48,471,Walker County,68087
48,473,Waller County,44013
48,475,Ward County,10716
48,477,Washington County,33791
48,479,Webb County,256496
48,481,Wharton County,41314
48,483,Wheeler County,5465
48,485,Wichita County,130698
48,487,Wilbarger County,13404
48,489,Willacy County,22095
48,491,Williamson County,442782
48,493,Wilson County,43789
48,495,Winkler County,7178
48,497,Wise County,59833
48,499,Wood County,42164
48,501,Yoakum County,8005
48,503,Young County,18484
48,505,Zapata County,14282
48,507,Zavala County,11849
49,001,Beaver County,6594
49,003,Box Elder County,50290
49,005,Cache County,114699
49,007,Carbon County,21318
49,009,Daggett County,1156
49,011,Davis County,311811
49,013,Duchesne County,18888
49,015,Emery County,10944
49,017,Garfield County,5144
49,019,Grand County,9325
49,021,Iron County,46740
49,023,Juab County,10335
49,025,Kane County,7257
49,027,Millard County,12645
49,029,Morgan County,9685
49,031,Piute County,1497
49,033,Rich County,2303
49,035,Salt Lake County,1048985
49,037,San Juan County,14825
49,039,Sanpete County,27988
49,041,Sevier County,20971
49,043,Summit County,37594
49,045,Tooele County,59326
49,047,Uintah County,33163
49,049,Utah County,530499
49,051,Wasatch County,24417
49,053,Washington County,141666
49,055,Wayne County,2737
49,057,Weber County,234420
50,001,Addison County,36742
50,003,Bennington County,36970
50,005,Caledonia County,31166
50,007,Chittenden County,157491
50,009,Essex County,6291
50,011,Franklin County,48113
50,013,Grand Isle County,6931
50,015,Lamoille County,24701
50,017,Orange County,29006
50,019,Orleans County,27173
50,021,Rutland County,61289
50,023,Washington County,59626
50,025,Windham County,44266
50,027,Windsor County,56666
51,001,Accomack County,33336
51,003,Albemarle County,100553
51,005,Alleghany County,16175
51,007,Amelia County,12805
51,009,Amherst County,32167
51,011,Appomattox County,15041
51,013,Arlington County,216004
51,015,Augusta County,73549
51,017,Bath County,4657
51,019,Bedford County,69246
51,021,Bland County,6818
51,023,Botetourt County,32928
51,025,Brunswick County,17204
51,027,Buchanan County,23581
51,029,Buckingham County,17278
51,031,Campbell County,55032
51,033,Caroline County,28674
51,035,Carroll County,29981
51,036,Charles City County,7241
51,037,Charlotte County,12505
51,041,Chesterfield County,320277
51,043,Clarke County,14258
51,045,Craig County,5099
51,047,Culpeper County,47476
51,049,Cumberland County,9969
51,051,Dickenson County,15741
51,053,Dinwiddie County,27918
51,057,Essex County,11205
51,059,Fairfax County,1100692
51,061,Fauquier County,66071
51,063,Floyd County,15378
51,065,Fluvanna County,26061
51,067,Franklin County,56419
51,069,Frederick County,79666
51,071,Giles County,17124
51,073,Gloucester County,36901
51,075,Goochland County,21883
51,077,Grayson County,15328
51,079,Greene County,18660
51,081,Greensville County,12112
51,083,Halifax County,36056
51,085,Hanover County,100342
51,087,Henrico County,310445
51,089,Henry County,53741
51,091,Highland County,2267
51,093,Isle of Wight County,35356
51,095,James City County,68200
51,097,King and Queen County,6997
51,099,King George County,24161
51,101,King William County,15981
51,103,Lancaster County,11282
51,105,Lee County,25146
51,107,Loudoun County,325405
51,109,Louisa County,33395
51,111,Lunenburg County,12874
51,113,Madison County,13169
51,115,Mathews County,8962
51,117,Mecklenburg County,32622
51,119,Middlesex County,10854
51,121,Montgomery County,94342
51,125,Nelson County,15097
51,127,New Kent County,18822
51,131,Northampton County,12377
51,133,Northumberland County,12461
51,135,Nottoway County,15840
51,137,Orange County,33938
51,139,Page County,23958
51,141,Patrick County,18390
51,143,Pittsylvania County,62844
51,145,Powhatan County,28110
51,147,Prince Edward County,23343
51,149,Prince George County,36555
51,153,Prince William County,419006
51,155,Pulaski County,34607
51,157,Rappahannock County,7444
51,159,Richmond County,9220
51,161,Roanoke County,92740
51,163,Rockbridge County,22375
51,165,Rockingham County,76589
51,167,Russell County,28749
51,169,Scott County,23126
51,171,Shenandoah County,42289
51,173,Smyth County,32029
51,175,Southampton County,18408
51,177,Spotsylvania County,124327
51,179,Stafford County,132133
51,181,Surry County,6931
51,183,Sussex County,12087
51,185,Tazewell County,44715
51,187,Warren County,37749
51,191,Washington County,54827
51,193,Westmoreland County,17595
51,195,Wise County,41565
51,197,Wythe County,29204
51,199,York County,66134
51,510,Alexandria city,144301
51,515,Bedford city,6181
51,520,Bristol city,17750
51,530,Buena Vista city,6636
51,540,Charlottesville city,43511
51,550,Chesapeake city,225050
51,570,Colonial Heights city,17440
51,580,Covington city,5939
51,590,Danville city,42852
51,595,Emporia city,5871
51,600,Fairfax city,22549
51,610,Falls Church city,12751
51,620,Franklin city,8588
51,630,Fredericksburg city,25691
51,640,Galax city,6983
51,650,Hampton city,136401
51,660,Harrisonburg city,49973
51,670,Hopewell city,22580
51,678,Lexington city,6995
51,680,Lynchburg city,76504
51,683,Manassas city,39300
51,685,Manassas Park city,15332
51,690,Martinsville city,13559
51,700,Newport News city,179611
51,710,Norfolk city,242628
51,720,Norton city,4054
51,730,Petersburg city,32326
51,735,Poquoson city,12000
51,740,Portsmouth city,95684
51,750,Radford city,16414
51,760,Richmond city,205533
51,770,Roanoke city,96714
51,775,Salem city,24961
51,790,Staunton city,23769
51,800,Suffolk city,84930
51,810,Virginia Beach city,442707
51,820,Waynesboro city,21311
51,830,Williamsburg city,14444
51,840,Winchester city,26587
53,001,Adams County,19027
53,003,Asotin County,21933
53,005,Benton County,180678
53,007,Chelan County,73477
53,009,Clallam County,71838
53,011,Clark County,433418
53,013,Columbia County,4050
53,015,Cowlitz County,102478
53,017,Douglas County,38971
53,019,Ferry County,7689
53,021,Franklin County,83455
53,023,Garfield County,2262
53,025,Grant County,91265
53,027,Grays Harbor County,72546
53,029,Island County,78971
53,031,Jefferson County,29924
53,033,King County,1969722
53,035,Kitsap County,254633
53,037,Kittitas County,41629
53,039,Klickitat County,20697
53,041,Lewis County,75901
53,043,Lincoln County,10476
53,045,Mason County,61019
53,047,Okanogan County,41411
53,049,Pacific County,20930
53,051,Pend Oreille County,12936
53,053,Pierce County,807904
53,055,San Juan County,15844
53,057,Skagit County,118109
53,059,Skamania County,11137
53,061,Snohomish County,722400
53,063,Spokane County,473761
53,065,Stevens County,43496
53,067,Thurston County,256591
53,069,Wahkiakum County,3991
53,071,Walla Walla County,59588
53,073,Whatcom County,203663
53,075,Whitman County,45077
53,077,Yakima County,247141
54,001,Barbour County,16520
54,003,Berkeley County,105750
54,005,Boone County,24444
54,007,Braxton County,14485
54,009,Brooke County,23844
54,011,Cabell County,96653
54,013,Calhoun County,7652
54,015,Clay County,9357
54,017,Doddridge County,8171
54,019,Fayette County,45699
54,021,Gilmer County,8705
54,023,Grant County,11891
54,025,Greenbrier County,35800
54,027,Hampshire County,23812
54,029,Hancock County,30571
54,031,Hardy County,13912
54,033,Harrison County,69436
54,035,Jackson County,29241
54,037,Jefferson County,54225
54,039,Kanawha County,192315
54,041,Lewis County,16416
54,043,Lincoln County,21550
54,045,Logan County,36457
54,047,McDowell County,21729
54,049,Marion County,56586
54,051,Marshall County,32800
54,053,Mason County,27298
54,055,Mercer County,62465
54,057,Mineral County,28192
54,059,Mingo County,26563
54,061,Monongalia County,98528
54,063,Monroe County,13534
54,065,Morgan County,17535
54,067,Nicholas County,26268
54,069,Ohio County,44246
54,071,Pendleton County,7673
54,073,Pleasants County,7611
54,075,Pocahontas County,8786
54,077,Preston County,33723
54,079,Putnam County,56008
54,081,Raleigh County,79127
54,083,Randolph County,29465
54,085,Ritchie County,10295
54,087,Roane County,14858
54,089,Summers County,13867
54,091,Taylor County,16916
54,093,Tucker County,7021
54,095,Tyler County,9121
54,097,Upshur County,24322
54,099,Wayne County,42126
54,101,Webster County,9143
54,103,Wetzel County,16351
54,105,Wirt County,5762
54,107,Wood County,87120
54,109,Wyoming County,23419
55,001,Adams County,20733
55,003,Ashland County,16142
55,005,Barron County,45883
55,007,Bayfield County,15099
55,009,Brown County,251412
55,011,Buffalo County,13539
55,013,Burnett County,15504
55,015,Calumet County,49490
55,017,Chippewa County,62778
55,019,Clark County,34742
55,021,Columbia County,56909
55,023,Crawford County,16714
55,025,Dane County,495959
55,027,Dodge County,88661
55,029,Door County,27820
55,031,Douglas County,44105
55,033,Dunn County,43971
55,035,Eau Claire County,99879
55,037,Florence County,4440
55,039,Fond du Lac County,102079
55,041,Forest County,9236
55,043,Grant County,51210
55,045,Green County,36891
55,047,Green Lake County,19094
55,049,Iowa County,23599
55,051,Iron County,5894
55,053,Jackson County,20565
55,055,Jefferson County,83943
55,057,Juneau County,26722
55,059,Kenosha County,167293
55,061,Kewaunee County,20589
55,063,La Crosse County,115572
55,065,Lafayette County,16815
55,067,Langlade County,19786
55,069,Lincoln County,28602
55,071,Manitowoc County,80976
55,073,Marathon County,134400
55,075,Marinette County,41656
55,077,Marquette County,15439
55,078,Menominee County,4348
55,079,Milwaukee County,952532
55,081,Monroe County,45050
55,083,Oconto County,37468
55,085,Oneida County,35801
55,087,Outagamie County,177913
55,089,Ozaukee County,86568
55,091,Pepin County,7412
55,093,Pierce County,40862
55,095,Polk County,44040
55,097,Portage County,70084
55,099,Price County,13994
55,101,Racine County,195388
55,103,Richland County,17983
55,105,Rock County,160092
55,107,Rusk County,14621
55,109,St. Croix County,84922
55,111,Sauk County,62290
55,113,Sawyer County,16596
55,115,Shawano County,41754
55,117,Sheboygan County,115149
55,119,Taylor County,20661
55,121,Trempealeau County,29001
55,123,Vernon County,29954
55,125,Vilas County,21442
55,127,Walworth County,102931
55,129,Washburn County,15912
55,131,Washington County,132386
55,133,Waukesha County,390730
55,135,Waupaca County,52682
55,137,Waushara County,24576
55,139,Winnebago County,167699
55,141,Wood County,74785
56,001,Albany County,36889
56,003,Big Horn County,11759
56,005,Campbell County,46618
56,007,Carbon County,15786
56,009,Converse County,13755
56,011,Crook County,7111
56,013,Fremont County,40579
56,015,Goshen County,13536
56,017,Hot Springs County,4799
56,019,Johnson County,8642
56,021,Laramie County,92680
56,023,Lincoln County,18071
56,025,Natrona County,76366
56,027,Niobrara County,2491
56,029,Park County,28592
56,031,Platte County,8796
56,033,Sheridan County,29239
56,035,Sublette County,10146
56,037,Sweetwater County,44175
56,039,Teton County,21548
56,041,Uinta County,20985
56,043,Washakie County,8487
56,045,Weston County,7108
